ds,y
10/09/1983,339.99
17/09/1983,339.86
24/09/1983,339.98
01/10/1983,339.87
08/10/1983,339.76
15/10/1983,340.12
22/10/1983,340.25
29/10/1983,340.37
05/11/1983,340.8
12/11/1983,341
19/11/1983,341.18
26/11/1983,341.7
03/12/1983,341.87
10/12/1983,342.85
17/12/1983,343.39
24/12/1983,343.61
31/12/1983,343.47
07/01/1984,343.78
14/01/1984,343.47
21/01/1984,343.5
28/01/1984,344.16
04/02/1984,344.35
11/02/1984,344.57
18/02/1984,344.33
25/02/1984,344.69
03/03/1984,344.88
10/03/1984,344.95
17/03/1984,345.45
24/03/1984,345.69
28/04/1984,347.47
05/05/1984,347.49
12/05/1984,347.78
19/05/1984,347.36
26/05/1984,347.03
02/06/1984,347.09
09/06/1984,347.02
16/06/1984,346.89
23/06/1984,346.37
30/06/1984,346.24
07/07/1984,345.82
14/07/1984,345.48
21/07/1984,345.25
28/07/1984,344.48
04/08/1984,344.05
11/08/1984,344.12
18/08/1984,343.19
25/08/1984,342.05
01/09/1984,341.65
08/09/1984,340.65
15/09/1984,341.37
22/09/1984,341.31
29/09/1984,340.85
06/10/1984,341.19
13/10/1984,341.3
20/10/1984,341.91
27/10/1984,341.67
03/11/1984,342.01
10/11/1984,342.65
17/11/1984,343.14
24/11/1984,343.75
01/12/1984,343.6
08/12/1984,343.95
15/12/1984,344.23
22/12/1984,344.58
29/12/1984,344.57
05/01/1985,344.77
12/01/1985,345.01
19/01/1985,345.01
26/01/1985,345.08
02/02/1985,345.95
09/02/1985,345.54
16/02/1985,345.82
23/02/1985,346.37
02/03/1985,346.77
09/03/1985,347.11
16/03/1985,347.58
23/03/1985,347.7
30/03/1985,348.27
06/04/1985,348.04
13/04/1985,348.08
20/04/1985,348.52
27/04/1985,348.84
04/05/1985,348.89
11/05/1985,349.31
18/05/1985,349.18
25/05/1985,348.18
01/06/1985,349.05
08/06/1985,348.49
15/06/1985,348.24
22/06/1985,347.9
29/06/1985,347.47
06/07/1985,346.9
13/07/1985,346.8
20/07/1985,346.43
27/07/1985,345.79
10/08/1985,344.7
17/08/1985,344.5
24/08/1985,344.38
31/08/1985,343.76
07/09/1985,344.29
14/09/1985,343.37
21/09/1985,342.46
28/09/1985,342.13
05/10/1985,342.4
12/10/1985,342.5
19/10/1985,343.14
26/10/1985,343.22
02/11/1985,343.38
09/11/1985,343.77
16/11/1985,344.25
23/11/1985,344.64
30/11/1985,345.3
07/12/1985,345.37
14/12/1985,345.67
21/12/1985,345.17
28/12/1985,346.3
04/01/1986,346.44
11/01/1986,346.09
18/01/1986,346.25
25/01/1986,346.46
01/02/1986,346.22
08/02/1986,346.84
15/02/1986,347.18
22/02/1986,347.2
01/03/1986,347.07
08/03/1986,346.65
15/03/1986,347.22
22/03/1986,349.15
29/03/1986,348.87
05/04/1986,349.21
12/04/1986,349.45
19/04/1986,349.34
26/04/1986,350.2
03/05/1986,349.99
10/05/1986,350.14
17/05/1986,350.23
24/05/1986,350.13
31/05/1986,350.18
07/06/1986,349.73
14/06/1986,349.54
21/06/1986,349.48
28/06/1986,348.92
05/07/1986,348.69
12/07/1986,347.77
19/07/1986,347.61
26/07/1986,347.41
02/08/1986,346.65
09/08/1986,346.23
16/08/1986,345.59
23/08/1986,345.62
30/08/1986,345.27
06/09/1986,345.05
13/09/1986,345.32
20/09/1986,344.43
27/09/1986,344.51
04/10/1986,343.99
11/10/1986,344.11
18/10/1986,343.99
25/10/1986,344.57
01/11/1986,345.17
08/11/1986,345.35
15/11/1986,345.63
22/11/1986,345.72
29/11/1986,346.41
06/12/1986,346.92
13/12/1986,346.77
20/12/1986,346.97
27/12/1986,347.08
03/01/1987,347.62
10/01/1987,348.37
17/01/1987,348.27
24/01/1987,347.96
31/01/1987,348.03
07/02/1987,347.91
14/02/1987,348.25
21/02/1987,348.54
28/02/1987,349.47
07/03/1987,348.85
14/03/1987,349.27
21/03/1987,349.79
28/03/1987,350.2
04/04/1987,350.82
11/04/1987,350.27
18/04/1987,351.19
25/04/1987,351.39
02/05/1987,351.43
09/05/1987,352
16/05/1987,351.73
23/05/1987,351.91
30/05/1987,351.78
06/06/1987,351.65
13/06/1987,351.17
20/06/1987,351
27/06/1987,350.94
04/07/1987,349.76
11/07/1987,349.84
18/07/1987,348.87
25/07/1987,349.51
01/08/1987,349.04
08/08/1987,348.15
15/08/1987,348.62
22/08/1987,348.01
29/08/1987,346.71
05/09/1987,347.05
12/09/1987,346.65
19/09/1987,346.29
26/09/1987,345.85
03/10/1987,345.77
10/10/1987,346.34
17/10/1987,346.59
24/10/1987,346.8
31/10/1987,346.91
07/11/1987,347.34
14/11/1987,347.65
21/11/1987,348.16
28/11/1987,348.75
05/12/1987,348.66
12/12/1987,348.82
19/12/1987,349.12
26/12/1987,349.29
02/01/1988,349.78
09/01/1988,350.28
16/01/1988,350.21
23/01/1988,350.79
30/01/1988,351.22
06/02/1988,351.81
13/02/1988,351.31
20/02/1988,351.53
27/02/1988,352.55
05/03/1988,352.88
12/03/1988,351.88
19/03/1988,351.78
26/03/1988,352.23
02/04/1988,353.13
09/04/1988,353.57
16/04/1988,353.15
23/04/1988,354
30/04/1988,354.23
07/05/1988,353.76
14/05/1988,354.3
21/05/1988,354.52
28/05/1988,354.2
04/06/1988,354.18
11/06/1988,354.2
18/06/1988,353.61
25/06/1988,353.19
02/07/1988,353.08
09/07/1988,352.56
16/07/1988,352.65
23/07/1988,351.96
30/07/1988,351.13
06/08/1988,350.95
13/08/1988,350.3
20/08/1988,350.49
27/08/1988,349.61
03/09/1988,349.38
10/09/1988,348.73
17/09/1988,348.95
24/09/1988,348.19
01/10/1988,348.82
08/10/1988,348.88
15/10/1988,348.68
22/10/1988,349.42
29/10/1988,349.29
05/11/1988,349.78
12/11/1988,349.89
19/11/1988,350.18
26/11/1988,350.48
03/12/1988,350.5
10/12/1988,351.02
17/12/1988,351.6
24/12/1988,351.36
31/12/1988,352.4
07/01/1989,352.77
14/01/1989,352.97
21/01/1989,352.51
28/01/1989,353.06
04/02/1989,352.83
11/02/1989,352.64
18/02/1989,353.22
25/02/1989,353.48
04/03/1989,353.17
11/03/1989,353.46
18/03/1989,353.55
25/03/1989,354.48
01/04/1989,354.56
08/04/1989,355.05
15/04/1989,355.41
22/04/1989,356.01
29/04/1989,355.9
06/05/1989,355.36
13/05/1989,355.82
20/05/1989,355.64
27/05/1989,355.76
03/06/1989,355.8
10/06/1989,355.09
17/06/1989,354.87
24/06/1989,354.9
01/07/1989,354.5
08/07/1989,354.76
15/07/1989,353.85
22/07/1989,353.19
29/07/1989,353.21
05/08/1989,352.62
12/08/1989,352.24
19/08/1989,351.16
26/08/1989,350.43
02/09/1989,350.79
09/09/1989,350.28
16/09/1989,349.41
23/09/1989,349.31
30/09/1989,349.71
07/10/1989,349.97
14/10/1989,349.74
21/10/1989,350.24
28/10/1989,350.47
04/11/1989,350.66
11/11/1989,351.29
18/11/1989,351.6
25/11/1989,351.46
02/12/1989,352.09
09/12/1989,352.16
16/12/1989,352.48
23/12/1989,352.59
30/12/1989,353.44
06/01/1990,353.47
13/01/1990,353.55
20/01/1990,353.8
27/01/1990,353.96
03/02/1990,354.13
10/02/1990,355.02
17/02/1990,354.87
24/02/1990,354.78
03/03/1990,355.72
10/03/1990,354.99
17/03/1990,355.84
24/03/1990,355.17
31/03/1990,355.95
07/04/1990,356.17
14/04/1990,355.9
21/04/1990,356.68
28/04/1990,356.18
05/05/1990,357.3
12/05/1990,357.09
19/05/1990,356.99
26/05/1990,357.13
02/06/1990,357.01
09/06/1990,356.63
16/06/1990,355.68
23/06/1990,355.53
30/06/1990,355.79
07/07/1990,355.51
14/07/1990,354
21/07/1990,354.59
28/07/1990,354.72
04/08/1990,353.56
11/08/1990,353.23
18/08/1990,352.92
25/08/1990,352.01
01/09/1990,350.99
08/09/1990,350.75
15/09/1990,351.33
22/09/1990,350.97
29/09/1990,350.92
06/10/1990,351.1
13/10/1990,351.08
20/10/1990,351.48
27/10/1990,351.47
03/11/1990,352.12
10/11/1990,352.62
17/11/1990,353.05
24/11/1990,353.18
01/12/1990,353.61
08/12/1990,354.07
15/12/1990,353.87
22/12/1990,354.51
29/12/1990,354.89
05/01/1991,354.28
12/01/1991,354.73
19/01/1991,354.86
26/01/1991,355.05
02/02/1991,355.22
09/02/1991,355.23
16/02/1991,356.4
23/02/1991,355.83
02/03/1991,356.41
09/03/1991,357.21
16/03/1991,357.69
23/03/1991,356.96
30/03/1991,357.94
06/04/1991,358.32
13/04/1991,357.83
20/04/1991,359.19
27/04/1991,359.24
04/05/1991,359.11
11/05/1991,358.94
18/05/1991,360.03
25/05/1991,359.08
01/06/1991,358.52
08/06/1991,358.46
15/06/1991,358.22
22/06/1991,358.12
29/06/1991,357.74
06/07/1991,357.27
13/07/1991,356.54
20/07/1991,355.26
27/07/1991,355.3
03/08/1991,354.89
10/08/1991,354.6
17/08/1991,353.78
24/08/1991,353.07
31/08/1991,353.22
07/09/1991,353.06
14/09/1991,352.12
21/09/1991,351.84
28/09/1991,351.69
05/10/1991,351.7
12/10/1991,352.18
19/10/1991,352.53
26/10/1991,352.72
02/11/1991,353.47
09/11/1991,353.76
16/11/1991,353.56
23/11/1991,353.86
30/11/1991,354.35
07/12/1991,354.54
14/12/1991,354.97
21/12/1991,355.22
28/12/1991,355.5
04/01/1992,355.69
11/01/1992,356.07
18/01/1992,356.19
25/01/1992,355.96
01/02/1992,356.05
08/02/1992,356.73
15/02/1992,357.33
22/02/1992,356.99
29/02/1992,356.58
07/03/1992,357.3
14/03/1992,357.8
21/03/1992,358.18
28/03/1992,358.42
04/04/1992,358.57
11/04/1992,358.99
18/04/1992,359.75
25/04/1992,359.25
02/05/1992,359.69
09/05/1992,359.73
16/05/1992,358.6
23/05/1992,359.65
30/05/1992,360.25
06/06/1992,360.03
13/06/1992,359.48
20/06/1992,358.75
27/06/1992,358.45
04/07/1992,358.47
11/07/1992,357.2
18/07/1992,356.37
25/07/1992,356.1
01/08/1992,354.99
08/08/1992,355.33
15/08/1992,355.32
22/08/1992,354.59
29/08/1992,354.34
05/09/1992,353.53
12/09/1992,353.66
19/09/1992,352.37
26/09/1992,352.75
03/10/1992,353.6
10/10/1992,353.38
17/10/1992,353.24
24/10/1992,353.51
31/10/1992,353.56
07/11/1992,353.99
14/11/1992,353.86
21/11/1992,354.57
28/11/1992,354.64
05/12/1992,354.85
12/12/1992,355.37
19/12/1992,355.46
26/12/1992,355.97
02/01/1993,356.29
09/01/1993,356.96
16/01/1993,356.72
23/01/1993,356.66
30/01/1993,357.03
06/02/1993,356.62
13/02/1993,357.23
20/02/1993,357.36
27/02/1993,357.68
06/03/1993,358.39
13/03/1993,358.52
20/03/1993,358.13
27/03/1993,358.85
03/04/1993,359.17
10/04/1993,358.87
17/04/1993,359.42
24/04/1993,360.03
01/05/1993,359.62
08/05/1993,359.78
15/05/1993,360.7
22/05/1993,360.62
29/05/1993,360.35
05/06/1993,359.79
12/06/1993,359.92
19/06/1993,359.34
26/06/1993,359.15
03/07/1993,357.91
10/07/1993,358.02
17/07/1993,358.1
24/07/1993,356.69
31/07/1993,356.52
07/08/1993,355.88
14/08/1993,355.95
21/08/1993,354.9
28/08/1993,354.72
04/09/1993,354.3
11/09/1993,353.23
18/09/1993,353.81
25/09/1993,353.86
02/10/1993,353.8
09/10/1993,353.87
16/10/1993,354
23/10/1993,354.45
30/10/1993,354.38
06/11/1993,354.78
13/11/1993,355.16
20/11/1993,355.65
27/11/1993,356.03
04/12/1993,356.27
11/12/1993,356.52
18/12/1993,356.99
25/12/1993,357.5
01/01/1994,358.14
08/01/1994,358.12
15/01/1994,358.43
22/01/1994,358.33
29/01/1994,358.78
05/02/1994,358.49
12/02/1994,358.61
19/02/1994,359.02
26/02/1994,359.64
05/03/1994,358.77
12/03/1994,359.86
19/03/1994,360.49
26/03/1994,360.83
02/04/1994,360.68
09/04/1994,361.01
16/04/1994,361.07
23/04/1994,361.34
30/04/1994,362.25
07/05/1994,361.63
14/05/1994,361.42
21/05/1994,361.78
28/05/1994,361.91
04/06/1994,361.04
11/06/1994,361.07
18/06/1994,360.93
25/06/1994,360.7
02/07/1994,360.22
09/07/1994,359.9
16/07/1994,359.43
23/07/1994,359
30/07/1994,358.81
06/08/1994,358.1
13/08/1994,357.52
20/08/1994,357.63
27/08/1994,356.39
03/09/1994,356.44
10/09/1994,356.46
17/09/1994,355.46
24/09/1994,355.5
01/10/1994,355.46
08/10/1994,355.81
15/10/1994,356.09
22/10/1994,356.39
29/10/1994,356.61
05/11/1994,356.97
12/11/1994,357.4
19/11/1994,357.93
26/11/1994,358.11
03/12/1994,358.43
10/12/1994,359.13
17/12/1994,359.25
24/12/1994,359.15
31/12/1994,359.52
07/01/1995,359.68
14/01/1995,360.28
21/01/1995,360.12
28/01/1995,360.04
04/02/1995,360.67
11/02/1995,361.09
18/02/1995,360.88
25/02/1995,361.36
04/03/1995,362.2
11/03/1995,361.24
18/03/1995,360.99
25/03/1995,362
01/04/1995,363.8
08/04/1995,363.44
15/04/1995,363.34
22/04/1995,362.89
29/04/1995,363.58
06/05/1995,363.24
13/05/1995,364.11
20/05/1995,364.18
27/05/1995,363.47
03/06/1995,363.92
10/06/1995,363.47
17/06/1995,362.96
24/06/1995,362.81
01/07/1995,362.53
08/07/1995,362.27
15/07/1995,361.97
22/07/1995,361.58
29/07/1995,360.98
05/08/1995,360.45
12/08/1995,359.21
19/08/1995,358.72
26/08/1995,359.29
02/09/1995,357.37
09/09/1995,358.5
16/09/1995,358.58
23/09/1995,358.2
30/09/1995,357.56
07/10/1995,357.65
14/10/1995,357.6
21/10/1995,358.04
28/10/1995,358.23
04/11/1995,359.19
11/11/1995,359.43
18/11/1995,359.69
25/11/1995,359.87
02/12/1995,360.13
09/12/1995,360.43
16/12/1995,360.53
23/12/1995,360.89
30/12/1995,361.73
06/01/1996,361.81
13/01/1996,362.06
20/01/1996,362.17
27/01/1996,362.23
03/02/1996,362.68
10/02/1996,363.12
17/02/1996,363.01
24/02/1996,364.03
02/03/1996,363.84
09/03/1996,363.66
16/03/1996,364.1
23/03/1996,364.53
30/03/1996,364.35
06/04/1996,364.57
13/04/1996,364.89
20/04/1996,364.4
27/04/1996,365.13
04/05/1996,364.92
11/05/1996,365.37
18/05/1996,365.74
25/05/1996,365.43
01/06/1996,364.86
08/06/1996,365.19
15/06/1996,365.27
22/06/1996,365
29/06/1996,364.3
06/07/1996,364.19
13/07/1996,363.75
20/07/1996,363.38
27/07/1996,362.84
03/08/1996,361.78
10/08/1996,362.1
17/08/1996,361.29
24/08/1996,360.85
31/08/1996,360.82
07/09/1996,359.86
14/09/1996,359.82
21/09/1996,359.09
28/09/1996,359.04
05/10/1996,359.45
12/10/1996,359.52
19/10/1996,359.86
26/10/1996,359.87
02/11/1996,359.94
09/11/1996,360.52
16/11/1996,360.79
23/11/1996,361.24
30/11/1996,361.4
07/12/1996,361.97
14/12/1996,362.68
21/12/1996,362.47
28/12/1996,362.62
04/01/1997,362.95
11/01/1997,363
18/01/1997,363.16
25/01/1997,363.51
01/02/1997,363.28
08/02/1997,364.19
15/02/1997,364.02
22/02/1997,364.24
01/03/1997,364.5
08/03/1997,364.16
15/03/1997,364.19
22/03/1997,364.75
29/03/1997,365.43
05/04/1997,365.8
12/04/1997,366.25
19/04/1997,366.69
26/04/1997,366.79
03/05/1997,366.76
10/05/1997,366.8
17/05/1997,367.03
24/05/1997,366.61
31/05/1997,366.36
07/06/1997,365.71
14/06/1997,365.61
21/06/1997,365.53
28/06/1997,365.16
05/07/1997,365.09
12/07/1997,364.67
19/07/1997,364.11
26/07/1997,363.8
02/08/1997,363.39
09/08/1997,363.36
16/08/1997,362.63
23/08/1997,361.51
30/08/1997,361.66
06/09/1997,360.69
13/09/1997,360.26
20/09/1997,360.08
27/09/1997,359.81
04/10/1997,360.54
11/10/1997,360.49
18/10/1997,361.07
25/10/1997,361.13
01/11/1997,361.71
08/11/1997,362.19
15/11/1997,362.06
22/11/1997,362.65
29/11/1997,363.51
06/12/1997,363.97
13/12/1997,363.95
20/12/1997,364.27
27/12/1997,365.09
03/01/1998,365.24
10/01/1998,365.3
17/01/1998,365.35
24/01/1998,365.38
31/01/1998,365.69
07/02/1998,366.06
14/02/1998,365.52
21/02/1998,366.08
28/02/1998,367.36
07/03/1998,367.02
14/03/1998,366.66
21/03/1998,367.49
28/03/1998,368.57
04/04/1998,368.69
11/04/1998,368.68
18/04/1998,368.05
25/04/1998,368.9
02/05/1998,369.17
09/05/1998,368.83
16/05/1998,368.51
23/05/1998,369.66
30/05/1998,369.7
06/06/1998,369.41
13/06/1998,368.88
20/06/1998,368.54
27/06/1998,368.36
04/07/1998,368.05
11/07/1998,367.54
18/07/1998,367.67
25/07/1998,367.36
01/08/1998,366.88
08/08/1998,366.46
15/08/1998,365.64
22/08/1998,365.63
29/08/1998,364.25
05/09/1998,364.74
12/09/1998,363.96
19/09/1998,363.5
26/09/1998,363.6
03/10/1998,364.01
10/10/1998,364.17
17/10/1998,364.46
24/10/1998,364.49
31/10/1998,364.7
07/11/1998,365.05
14/11/1998,365.48
21/11/1998,365.8
28/11/1998,366
05/12/1998,366.46
12/12/1998,366.74
19/12/1998,367.3
26/12/1998,367.38
02/01/1999,367.58
09/01/1999,367.87
16/01/1999,367.8
23/01/1999,368.33
30/01/1999,369.25
06/02/1999,369.19
13/02/1999,368.9
20/02/1999,369.05
27/02/1999,368.52
06/03/1999,368.13
13/03/1999,369.58
20/03/1999,370.27
27/03/1999,370.65
03/04/1999,371.11
10/04/1999,371.59
17/04/1999,371.07
24/04/1999,370.32
01/05/1999,370.82
08/05/1999,371.33
15/05/1999,371.09
22/05/1999,370.89
29/05/1999,370.41
05/06/1999,370.98
12/06/1999,370.33
19/06/1999,369.97
26/06/1999,369.97
03/07/1999,369.49
10/07/1999,370.15
17/07/1999,369.54
24/07/1999,368.66
31/07/1999,367.48
07/08/1999,367.65
14/08/1999,366.77
21/08/1999,366.44
28/08/1999,366.16
04/09/1999,364.22
11/09/1999,364.75
18/09/1999,365.25
25/09/1999,364.74
02/10/1999,364.62
09/10/1999,365.11
16/10/1999,364.94
23/10/1999,365.7
30/10/1999,365.81
06/11/1999,366.24
13/11/1999,366.75
20/11/1999,366.74
27/11/1999,367.2
04/12/1999,367.47
11/12/1999,368.1
18/12/1999,368.05
25/12/1999,368.27
01/01/2000,368.74
08/01/2000,368.63
15/01/2000,369.12
22/01/2000,369.93
29/01/2000,369.35
05/02/2000,369.18
12/02/2000,369.66
19/02/2000,369.45
26/02/2000,369.61
04/03/2000,370.11
11/03/2000,370.09
18/03/2000,370.98
25/03/2000,370.86
01/04/2000,371.04
08/04/2000,371.81
15/04/2000,371.91
22/04/2000,372.1
29/04/2000,371.37
06/05/2000,371.36
13/05/2000,371.83
20/05/2000,372.01
27/05/2000,371.91
03/06/2000,371.98
10/06/2000,371.71
17/06/2000,371.82
24/06/2000,371.41
01/07/2000,370.96
08/07/2000,370.17
15/07/2000,370.29
22/07/2000,369.85
29/07/2000,369.1
05/08/2000,368.86
12/08/2000,368.46
19/08/2000,367.78
26/08/2000,367.25
02/09/2000,367.28
09/09/2000,366.84
16/09/2000,366.35
23/09/2000,366.34
30/09/2000,366.54
07/10/2000,366.42
14/10/2000,366.75
21/10/2000,366.79
28/10/2000,367.46
04/11/2000,367.78
11/11/2000,368.1
18/11/2000,368.76
25/11/2000,368.42
02/12/2000,369.1
09/12/2000,369.74
16/12/2000,369.41
23/12/2000,369.64
30/12/2000,369.91
06/01/2001,369.95
13/01/2001,370.35
20/01/2001,370.1
27/01/2001,370.91
03/02/2001,371.45
10/02/2001,371.29
17/02/2001,371.82
24/02/2001,371.33
03/03/2001,372.34
10/03/2001,372.32
17/03/2001,372.23
24/03/2001,371.97
31/03/2001,372.18
07/04/2001,372.82
14/04/2001,372.84
21/04/2001,373.17
28/04/2001,372.91
05/05/2001,373.83
12/05/2001,374.08
19/05/2001,373.85
26/05/2001,374.05
02/06/2001,374
09/06/2001,373.27
16/06/2001,372.98
23/06/2001,373.04
30/06/2001,372.9
07/07/2001,372.29
14/07/2001,371.51
21/07/2001,371.36
28/07/2001,370.76
04/08/2001,370.07
11/08/2001,369.7
18/08/2001,369.43
25/08/2001,369.15
01/09/2001,368.61
08/09/2001,368.34
15/09/2001,368.18
22/09/2001,367.61
29/09/2001,367.56
06/10/2001,367.93
13/10/2001,367.73
20/10/2001,368.23
27/10/2001,368.92
03/11/2001,368.87
10/11/2001,369.03
17/11/2001,369.84
24/11/2001,370.44
01/12/2001,370.51
08/12/2001,371.03
15/12/2001,371.34
22/12/2001,371.51
29/12/2001,371.67
05/01/2002,371.94
12/01/2002,372.26
19/01/2002,373.04
26/01/2002,372.46
02/02/2002,372.85
09/02/2002,372.93
16/02/2002,372.84
23/02/2002,373.4
02/03/2002,373.29
09/03/2002,373.47
16/03/2002,373.37
23/03/2002,373.51
30/03/2002,374.29
06/04/2002,374.5
13/04/2002,374.55
20/04/2002,375.06
27/04/2002,375.47
04/05/2002,375.78
11/05/2002,374.95
18/05/2002,375.24
25/05/2002,375.92
01/06/2002,375.78
08/06/2002,375.66
15/06/2002,375.12
22/06/2002,375.5
29/06/2002,374.47
06/07/2002,374.62
13/07/2002,374.13
20/07/2002,373.68
27/07/2002,373.16
03/08/2002,372.93
10/08/2002,371.73
17/08/2002,371.03
24/08/2002,370.87
31/08/2002,370.12
07/09/2002,371.39
14/09/2002,371.16
21/09/2002,370.45
28/09/2002,369.97
05/10/2002,369.68
12/10/2002,370.04
19/10/2002,371.06
26/10/2002,370.44
02/11/2002,371.67
09/11/2002,371.55
16/11/2002,372.08
23/11/2002,372.69
30/11/2002,372.65
07/12/2002,373.32
14/12/2002,373.44
21/12/2002,374.16
28/12/2002,374.6
04/01/2003,374.49
11/01/2003,374.46
18/01/2003,374.82
25/01/2003,374.89
01/02/2003,375.23
08/02/2003,374.81
15/02/2003,375.7
22/02/2003,376.36
01/03/2003,375.82
08/03/2003,375.89
15/03/2003,375.76
22/03/2003,376.44
29/03/2003,376.82
05/04/2003,376.81
12/04/2003,377.3
19/04/2003,378.11
26/04/2003,378.46
03/05/2003,378.11
10/05/2003,377.49
17/05/2003,378.79
24/05/2003,378.71
31/05/2003,378.29
07/06/2003,378.39
21/06/2003,377.34
28/06/2003,377.85
05/07/2003,376.43
12/07/2003,377.05
19/07/2003,376.7
26/07/2003,375.98
02/08/2003,375.48
09/08/2003,374.67
16/08/2003,374.06
23/08/2003,374.47
30/08/2003,373.48
06/09/2003,373.09
13/09/2003,372.76
20/09/2003,373.08
27/09/2003,373.03
04/10/2003,372.87
25/10/2003,373.33
01/11/2003,373.5
08/11/2003,373.76
15/11/2003,374.45
22/11/2003,375.21
29/11/2003,374.72
06/12/2003,374.47
13/12/2003,376.15
20/12/2003,376.05
27/12/2003,376.43
03/01/2004,376.17
10/01/2004,376.17
17/01/2004,377.01
24/01/2004,377.29
31/01/2004,377.49
07/02/2004,377.47
14/02/2004,377
21/02/2004,377.35
28/02/2004,377.67
06/03/2004,378.05
13/03/2004,379.4
20/03/2004,378.47
27/03/2004,378.5
03/04/2004,380.09
10/04/2004,380.41
17/04/2004,380.56
24/04/2004,380.71
01/05/2004,380.28
08/05/2004,381.04
15/05/2004,380.51
22/05/2004,380.33
29/05/2004,380.66
05/06/2004,379.62
12/06/2004,380
19/06/2004,379.3
26/06/2004,379.07
03/07/2004,378.44
10/07/2004,378.04
17/07/2004,377.33
24/07/2004,376.99
31/07/2004,377.35
07/08/2004,376.56
14/08/2004,375.84
21/08/2004,375.7
28/08/2004,374.62
04/09/2004,373.82
11/09/2004,374.57
18/09/2004,374.14
25/09/2004,373.8
02/10/2004,374.01
09/10/2004,373.95
16/10/2004,374.05
23/10/2004,374.58
30/10/2004,375.02
06/11/2004,375.06
13/11/2004,376.13
20/11/2004,376.46
27/11/2004,376.13
04/12/2004,377.09
11/12/2004,377.37
18/12/2004,377.5
25/12/2004,377.68
01/01/2005,378.06
08/01/2005,378.21
15/01/2005,378.36
22/01/2005,378.34
29/01/2005,378.66
05/02/2005,379.02
12/02/2005,379.31
19/02/2005,380.25
26/03/2005,380.57
02/04/2005,382.07
09/04/2005,382.25
16/04/2005,381.35
23/04/2005,382.08
30/04/2005,382.38
07/05/2005,381.51
14/05/2005,382.53
21/05/2005,382.14
28/05/2005,382.58
04/06/2005,382.36
11/06/2005,382.31
18/06/2005,382.12
25/06/2005,381.48
02/07/2005,381.15
09/07/2005,380.9
16/07/2005,380.63
23/07/2005,380.36
30/07/2005,379.86
06/08/2005,379.21
13/08/2005,378.97
20/08/2005,378.4
27/08/2005,377.69
03/09/2005,377.82
10/09/2005,376.33
17/09/2005,376.14
24/09/2005,375.95
01/10/2005,376.33
08/10/2005,376.44
15/10/2005,377.12
22/10/2005,377.31
29/10/2005,377.24
05/11/2005,377.76
12/11/2005,378.07
19/11/2005,378.75
26/11/2005,378.77
03/12/2005,379.41
10/12/2005,380.09
17/12/2005,380.09
24/12/2005,380.14
31/12/2005,380.43
07/01/2006,381.28
14/01/2006,381.41
21/01/2006,381.57
28/01/2006,381.47
04/02/2006,382.04
25/02/2006,381.86
04/03/2006,382.39
11/03/2006,382.55
18/03/2006,382.74
25/03/2006,382.55
01/04/2006,382.97
08/04/2006,384.65
15/04/2006,384.67
22/04/2006,384.71
29/04/2006,384.62
06/05/2006,384.91
13/05/2006,384.87
20/05/2006,385.34
27/05/2006,384.3
03/06/2006,384.29
10/06/2006,384.31
17/06/2006,384.07
24/06/2006,383.55
01/07/2006,383
08/07/2006,382.78
15/07/2006,381.28
22/07/2006,381.81
29/07/2006,381.55
05/08/2006,381.22
12/08/2006,380.63
19/08/2006,380.2
26/08/2006,379.77
02/09/2006,379.52
09/09/2006,378.66
16/09/2006,378.8
23/09/2006,378.49
30/09/2006,379
07/10/2006,378.78
14/10/2006,379.14
21/10/2006,379.22
28/10/2006,379.57
04/11/2006,379.67
11/11/2006,379.81
18/11/2006,379.98
25/11/2006,381.42
02/12/2006,381.31
09/12/2006,381.6
16/12/2006,381.81
23/12/2006,381.96
30/12/2006,381.76
06/01/2007,382.64
13/01/2007,382.36
20/01/2007,381.84
03/02/2007,383.09
10/02/2007,383.6
17/02/2007,384.22
24/02/2007,383.76
03/03/2007,383.71
10/03/2007,383.64
17/03/2007,384.28
24/03/2007,384.96
31/03/2007,385.93
07/04/2007,385.46
14/04/2007,386.3
21/04/2007,387
28/04/2007,386.42
05/05/2007,385.85
12/05/2007,386.54
19/05/2007,386.03
26/05/2007,386.93
02/06/2007,386.6
09/06/2007,386.23
16/06/2007,386.29
23/06/2007,384.95
30/06/2007,384.85
07/07/2007,384.92
14/07/2007,384.75
21/07/2007,383.97
28/07/2007,383.41
04/08/2007,382.51
11/08/2007,381.72
18/08/2007,381.6
25/08/2007,381.67
01/09/2007,381.69
08/09/2007,380.74
15/09/2007,380.75
22/09/2007,380.94
29/09/2007,380.8
06/10/2007,380.68
13/10/2007,380.68
20/10/2007,381.1
27/10/2007,381.36
03/11/2007,381.76
10/11/2007,381.92
17/11/2007,382.43
24/11/2007,382.91
01/12/2007,382.9
08/12/2007,383.31
15/12/2007,383.79
22/12/2007,383.9
29/12/2007,384.04
05/01/2008,384.36
12/01/2008,384.41
19/01/2008,385.47
26/01/2008,386.06
02/02/2008,386.19
09/02/2008,385.72
16/02/2008,385.58
23/02/2008,385.24
01/03/2008,384.88
08/03/2008,385.88
15/03/2008,385.64
22/03/2008,386.17
29/03/2008,386.7
05/04/2008,388
12/04/2008,385.9
19/04/2008,386.38
26/04/2008,387.19
03/05/2008,386.94
10/05/2008,388.9
17/05/2008,388.84
24/05/2008,388.53
