It's More Than Just Fun: The Power of Play,Cognitive Process,Panel,Field Experience,"Gwen Gordon (Gwen Gordon Play), Sally McConnell (KaBOOM!), Sunita Mohanty (Lumos Labs),  Bj”rn  Jeffery  (Toca Boca)","Increasingly, research is pointing to the clear benefits of play in early childhood. As researcher Kathy Hirsh-Pasek says: _The science is clear_ failing to preserve it in the lives of children could be a disaster._ Various types of play can reduce stress, facilitate social development, improve working memory, develop self-control and increase attention spans. At the same time, heavily structured learning environments & standardized testing are squeezing out room for time to play.This panel will explore different perspectives on what constitutes _a healthy breakfast_ of play: digital play, guided play, free play, and physical play. ",What are the benefits of play for children as they develop? ,What does the future of play hold? ,What are risks that endanger making time for children to do what comes most naturally - to make time for play?,play,futureofecd ,early childhood,,,https://vimeo.com/33178889,
"Move, Get Out The Way! Gen Z Students Take Control",Cognitive Process,Panel,Basic Understanding,"Tisha Green Rinker (Connections Education LLC), Shawn Talley (Performance Strategies, LLC), Student TBD (Texas Connections Academy@Houston)","Born between 1990 and 2009, there are 4.6 million Generation Z_ers who are actively investigating professional experience by taking career technical education courses, college courses, and getting internships_before graduating high school. These digital, social, and global natives are entrepreneurs who are shaping their future while still in high school. Learn how these characteristics are creating a paradigm shift in education and the workplace by hearing from a Gen Z student, a director of  counseling services, and a Human Resources hiring expert.", Learn the characteristics of Generation Z and how they are challenging traditional ways of thinking,"Understand the overarching trends of Gen Z and the implications for education and the workplace", Discover what Gen Z aspirations are for their future.,cte,digital natives,exploring options,http://www.connectionsacademy.com/news/orca-graduate-speech,https://www.youtube.com/watch?v=6kNKGxosE9E,,
Skill Set + Mindset = Academic & Career Success,Cognitive Process,Panel,Basic Understanding,"David. T. Conley, Ph.D. (Center for Educational Policy Research), Paul G. Stoltz, Ph.D. (Peak Learning, Inc)","More than ever before, students are expected to have the skills beyond literacy and numeracy that all learners need to be successful in life. David T. Conley, Ph.D. and Paul G. Stoltz, Ph.D. discuss how the development of skill set_learning, cognitive, & transition skills_can be connected to a gritty mindset to equip ALL students with the tools to succeed academically & professionally.  Dr. Conley_s _Four Keys to College Readiness_ (Think, Know, Act, Go) and Dr. Stoltz_s powerful GRIT_ construct (Growth, Resilience, Instinct, and Tenacity) provide a precise, actionable program for guaranteeing every student a better chance at academic achievement and career success.",Define the concepts & value of the Four Keys and GRIT_ while engaging participants in active consideration of their own skill set and mindset,Understand how skill set and mindset can be assessed and developed,Explain the learner life cycle and the importance of growth from novice to expert,employability, career success,college readiness,,https://youtu.be/skkglZRfWUY,,
Teaching Code is Not About Creating Programmers,Cognitive Process,Panel,Basic Understanding,"Jonathan Schor (codemonkey), Dan Leyzberg (Princeton University), Colleen Lewis (Harvey Mudd College), Grant Hosford (codeSpark)","Global movements like Hour of Code have brought computer science into the mainstream. But those who work in the field firmly believe that the goal should not be to create millions of programmers. Rather, the entrepreneurs, teachers and academics behind the movement believe all students should learn how to leverage their own abilities through technology. Their research shows there are broad based benefits for all kids when they master concepts like sequencing and algorithmic thinking. This panel will look at how parents, teachers and professors can use the study of computer science to help students improve their problem solving abilities and gain confidence in themselves as digital creators. ",Discuss exactly how learning to code helps students develop problem solving abilities that will help them in any field ,Discuss the challenges of teaching kids to code and why it_s important for every student to have exposure to this 21st century skill,Dive deep into the practical applications of learning to code,coding, code,k-3,,https://www.youtube.com/watch?v=6q5mBsMpvmU,,
The Myth of the Learning Style Holds Students Back,Cognitive Process,Panel,Basic Understanding,"James Stigler (UCLA), Ulrik Christensen (McGraw Hill Education)","Many education experts argue that there are as many as 19 different learning styles. While this seems large, from a cognitive perspective, it does not even begin to scratch the surface on the millions of ways students can solve one problem. In fact, very few studies have found evidence of learning styles and the idea that students fit neatly in a certain style, such as auditory or visual learners, is counterproductive. Despite this, a recent international survey of teachers in the UK, China and other countries found that 96 percent of respondents believed in the notion of preferred learning styles. ",Debunk the myth of the learning style,Deciphering if the learning style myth perpetuates poor performance,Discussing how educators can accommodate millions of different learning styles without demotivating particular groups of students ,science,learning science,learning styles,http://youarenotsosmart.com/2015/07/03/yanss-053-defeating-learned-helplessness-in-the-classroom-using-computer-assisted-adaptive-learning/,,,
The Science of Learning II,Cognitive Process,Panel,Basic Understanding,"Susan Winslow (Macmillan Higher Education), Mariette DiChristina (Scientific American), Tyler  Cowen (George Mason University), Rob Lue (Harvard University)","Are we just training drones? Or are our teaching methods positively connecting students to learning, leadership, and our future workforce? Hybrid or _blended"" learning has emerged as a teaching method that increases student outcomes while lowering attrition rates. Combining traditional face-to-face instruction with online learning, however, is not just a skills competency, but an approach that connects to education, leadership, and creativity. This evolving vision of STEM and liberal arts education needs to create a system that allows progress to more effective learning and leadership. Speakers will discuss current data, solutions, and the far-reaching impact of hybrid learning.",To gain a better understand of emerging hybrid models in higher education using new technologies and the resulting impact to STEM education.,"Gain insight into the range of impacts this approach has in and beyond the classroom, in our future leaders, innovators, workforce, and economy.",Discussion of entrepreneurship and resulting structural changes driven by online education. Idea generation on ways to facilitate skills & creativity.,bigdata,cognitive,education,http://www.macmillanhighered.com,,,
America's Dirty Little Secret: The Skills Gap.,Continuing Education,Panel,Basic Understanding,"Collin Gutman (WorkAmerica), Crystal Huang (ProSky, Inc.), Jim Deters (Galvanize), Ryan Craig (University Ventures)","Since the advent of higher education, there has been a gap between employer needs and what higher education has provided.  Higher institutions have done their best to anticipate and meet labor market demand, but not always successfully, as demonstrated by the fact that over 4M jobs remain unfilled in the U.S.  Employers continue to complain that college graduates aren't adequately prepared for work.  In response, a new generation of companies and educational institutions has arisen aiming to bridge the divide between higher education and the labor market.  Bootcamps and top-up skills programs; will these new approaches unleash the productivity revolution we're all clamoring for?",Develop a more in-depth understanding of where the skills gaps actually are.,Get a closer look at how technology is helping match higher education institutions and employers.,Understand how universities can partner to address critical workforce needs.,college and career readiness ,skills gap,job training,http://www.forbes.com/sites/ryancraig/2015/07/14/the-just-in-time-education-revolution/,,,
Are They Learning? Competency-Based Student Voices,Continuing Education,Panel,Basic Understanding,"Melanie Johnson (Patten University), Chris Ruiz-Edding (College for America), Willie Rushing (Western Governors University), Bernard Bull (Concordia University-Wisconsin)","This panel will offer attendees the chance to hear from students enrolled in three different competency-based universities (College for America, Western Governors, and Patten University). Each student has previous experience in another higher education institution, and they will speak to the differences between their platforms, what_s proven difficult, and why they picked competency-based education compared to other options.If you_re thinking about sending students to a competency-based university or adding a program to your university, come hear students enrolled in three different programs discuss the advantages, challenges, and habits that have proven effective in their studies.",How does competency-based higher education compare to other college options?,What are the differences between competency-based universities?,What weekly routines support successful adult learning in competency-based universities?,higher education,competency-based education,college persistence,,https://www.youtube.com/watch?v=VVOiqBG4LM4,https://vimeo.com/109182513,
Bootcamps : Re-Shaping Traditional Education,Continuing Education,Panel,Basic Understanding,"Cahlan Sharp (DevMountain), John Richards (Startup Ignition), Krissy Weekley (DevMountain)","The bootcamp market will grow by 2.4x, to an estimated 16,056 graduates in 2015, up from 6,740 in 2014.Kaplan's acquiring of Dev Bootcamp, a two-year-old school that offers nine-week crash courses to aspiring software developers is a sign that bootcamps may become bigger players in higher education.Bootcamps are expanding and, in some areas of education, are replacing the 4-year degree. I would suggest a Panel of Founders of multiple bootcamps in different areas of expertise.Coding Bootcamp // DevMountain // devmountain.comEntrepreneurship Bootcamp // Startup Ignition // startupignition.comDigital Marketing Bootcamp // Market Campus // marketcampus.com",How bootcamps are changing the landscape and roadmap of higher education. It is evident by now that there is a paradigm shift. ,Are these bootcamps delivering a qualified workforce? Are these bootcamps working?,How bootcamps are doing what higher ed and recruiting can_t.,education,bootcamp,developers,https://www.coursereport.com/2015-coding-bootcamp-market-research.pdf,,,
College or Bust? Redefining the Finish Line,Continuing Education,Panel,Basic Understanding,"Kalani Leifer (CO-OP), Paris Woods (College Bridge), Lyel Resner (Flatiron School), Katie Beck (4.0 Schools)","Research shows that a college degree dramatically expands opportunities, projected income, and social mobility for those who attain one.  Yet simultaneously, only 8% of students from low-income communities are graduating college, and those who start and don't finish are saddled with debt.  Some organizations continue to focus on increasing the college access and persistence rates, while others suggest that we should instead focus on preparing students to aim for financial independence and access to careers upon high school graduation.  This panel will bring together leaders from all sides of this debate to share how they're supporting students and how they define the ""finish line"".",Panelists and audience will discuss and compare major levers for increasing student success in adulthood.,Panelists and audience will examine the pros and cons of retaining college as a goal for all students. ,Panelists and audience will share the work of organizations testing new ways to both increase college and career success. ,college and career readiness ,equity and access,,http://4pt0.org/2014/10/08/education-startups-in-nyc-career-readiness-and-career-skills/,,,
Corporate Re-Education: Lessons from Higher Ed,Continuing Education,Panel,Basic Understanding,"Ryan Anderson (University of Wisconsin-Extension), Management Consulting/HR Lead TBD (TBD), Alec  Couros  (University of Regina/Open Thinking Blog), John  Baker (D2L)","On-the-job training is ending_it_s the era of on-the-job learning.But can business buy education? They_re trying _ spending more than $70B on corporate learning initiatives last year alone. Businesses are taking cues from experts in higher education to improve corporate learning models. And it_s working, with Fortune 100 leaders increasing employee retention by as much as 75 percent. This panel assembles corporate learning experts and leading educators to discuss the teaching technologies and methodologies that are most effective for improving corporate learning programs and how the higher ed model is actually leading the way for big business.  ",How to retain top talent and foster employee growth by emulating education_s use of technology to boost teaching and learning. ,Ways to improve workforce retention by turning employee onboarding into an ongoing process rather than a moment-in-time event. ,Practical tips and best practices for employers seeking to implement a technology-based approach to employee onboarding and training. ,learning work environments ,corporate learning,hr,http://content.brightspace.com/wp-content/uploads/ATD-Infographic-The-Big-Concerns-in-Corporate-Learning.pdf?_ga=1.43506669.915072280.1416429215,,,
CS10K: Scaling Computer Science Teacher Training,Continuing Education,Panel,Basic Understanding,"Carol Fletcher (Texas Regional Collaboratives for Excellence in Science and Mathematics Teaching), Michael Marder (The University of Texas at Austin), Calvin Lin (The University of Texas at Austin), Kimberly Hughes (The UTeach Institute)","With a growing number of initiatives intended to bring computer science (CS) courses to high school classrooms nationwide, administrators are scrambling to train large numbers of teachers to meet local demands. This session brings together panelists with a diversity of perspectives on how best to meet NSF_s call to train 10,000 CS teachers nationwide. Panelists include a physics professor who co-directs a pre-service STEM teacher preparation program, a CS professor who led a team to develop one of the new CS Principles courses endorsed by NSF and College Board, and two organizational directors, one focused on in-service STEM teacher PD and one focused on scaling CS education and training.","Attendees will be able to describe CS10K and related initiatives (e.g., Arkansas CS education legislation, Texas House Bill 5) and impacts in K-12.","Attendees will be able to describe different pre- and in-service pathways for CS teacher preparation, professional development, and support.","Attendees will be able to identify differences and rationales for College Board's new CS Principles course versus ""traditional"" introductions to CS.",computer science,teacher education ,professional develompent,http://www.thetrc.org/computer-science-resources/,https://www.youtube.com/watch?v=UUnpTxxwDmQ,,
Cultivating Teacher Readiness in Next Gen Learning,Continuing Education,Panel,Field Experience,"Liz Willen (The Hechinger Institute), Sanjay Sarma (MIT), Arthur Levine (Woodrow Wilson Foundation), Jessie Woolley-Wilson (DreamBox Learning)","What is thwarting the successful adoption and scaling of digital learning? Discover why MIT_s Office of Digital Learning and the Woodrow Wilson Foundation_s Academy of Teaching and Learning have joined forces to reimagine and cultivate teacher readiness to advance STEM and support next gen learning. Educators need and deserve new approaches to continuous development and renewal, performance assessment and retention. It_s important to understand why the key to transformation in a rapidly evolving digital learning landscape is teacher engagement and teacher readiness.",The ways in which innovations in adaptive learning are being applied and used to improve teacher preparation and professional development.,How the transformation of learning opportunities and outcomes through innovative learning technologies impacts the K-20 spectrum.,The reasons why teacher engagement and teacher readiness is the key to success in the evolving digital learning landscape.,teacher training,professional development,continued education,http://www.woodrowacademy.org/wp-content/uploads/2015/06/WW-Academy-Overview-June-2015.pdf,https://www.youtube.com/watch?v=Utrlu5d1drI,,
Debugging CS Ed w/ Public/Private Partnerships,Continuing Education,Panel,Basic Understanding,"Erin Cannon (Google), Lori Ham (Microsoft), Alison Derbenwick Miller (Oracle), Carol Fletcher (TRC, The University of Texas at Austin)","Computer science (CS) is the only STEM area that has seen a DECREASE in high school course enrollment and college degrees over the last decade, in large part due to a lack of qualified CS teachers in high school. Companies who depend on a high tech workforce are trying to reverse this trend by investing in capacity building projects that will increase the number of teachers qualified to teach CS.  This presentation will highlight three innovative public/private partnerships between UT Austin_s Center for STEM Education and Oracle Academy, Google and Microsoft. Attendees will learn how to develop similar partnerships that can bring CS to traditionally underrepresented students nationwide.",Session participants will learn how to access free online training in Java to teach AP Computer Science.,Attendees will learn how the TEALS program supports new CS teachers and how to volunteer as a CS professional with TEALS.,Attendees will learn how Google_s CS4HS project supports the new AP CS Principles course and how to start CS student clubs with the CS First Toolkit.,computer science,professional development,diversity,http://www.cs-first.com/overview,https://www.youtube.com/watch?v=zpCvvgTDhLs,,
Diplomas Optional: Jobs of the New Century,Continuing Education,Panel,Basic Understanding,"Wan-Lae  Cheng (Markle Foundation), Alison Dorsey (LinkedIn), Maria Harper-Marinick (Maricopa County Community Colleges), David Kirkpatrick (Techonomy)","Technology is profoundly altering the American labor market. Jobseekers struggle to connect their skills and experience with meaningful employment, while more than half the nation_s employers have difficulty finding skilled workers for available jobs. In this session we will discuss how the Rework America Connected partnership is creating a new and innovative skills-based marketplace to help many more Americans connect to good jobs, new career paths and training resources. Discover your place in tomorrow_s dynamic digital job market!",Understand the Skills/training/jobs mismatch,Explore Rework America Connected_s partnerships and platform,Learn how Rework America Connected can be a model for national efforts,future of work,skills training,jobs,http://video.pbs.org/video/2365520943/,https://www.youtube.com/watch?v=Bdpaee-g1J4,https://vimeo.com/131792814,
Education for Employment,Continuing Education,Panel,Basic Understanding,Stavros Yiannouka (WISE),"Are we preparing ourselves and the next generation for a truly global and disruptive world of work? (more details to be provided)",TBD,TBD,TBD,employability,skills,skills gap,www.wise-qatar.org,,,
Find Your Twitter PLN: An Edchat Love Story,Continuing Education,Panel,Basic Understanding,Christina Esquivel (Mobility Labs),"Twitter for teacher professional development? You bet! Teachers have been connecting on Twitter through live Twitter events called edchats, where they can collaborate, mentor/be mentored, discuss education, and share resources. This session will help audience members navigate the Twitterverse to access quality professional learning and build their personal learning network (PLN). We will also discuss resources to moderate, analyze, and grow edchats as well as the potential impact of edchats on teacher professional development.This panel will include Christina Esquivel as a moderator along with 1-2 edchat moderators and a representative from a non-profit.",You will learn about how educators are using Twitter and edchats to improve their knowledge and skills.  ,You'll learn about the impact of edchats on teachers as well as what this could mean for the future of professional development.  ,You'll understand how to grow an edchat and develop a PLN to connect to other rockstar teachers.  ,online professional learning,teacher collaboration,personal learning network,www.chatwisdom.com,,,
Good Thinking! The Science Of Teaching Science,Continuing Education,Panel,Basic Understanding,"Brian Mandell (Smithsonian Science Education Center ), Marjee Chmiel (Smithsonian Science Education Center), Danielle  Gillis  (FableVision), Leigh  Hallisey (FableVision)","The Smithsonian Science Education Center has partnered with FableVision Studios on ""Good Thinking! The Science of Teaching Science,"" a new, original web series and professional development resource for science educators. Too often, valuable knowledge sits unused in inaccessible journals; Good Thinking! delves into the research to share the best ideas and practices with teachers in a fun, accessible way. Good Thinking! is able to reach teachers with targeted information to support their practices.",Explore the potential for practical implementation of an animated web-series as part of a coherent and rigorous professional development plan. ,"Investigate the learning science behind why our minds are designed to misunderstand science, & what educators can do about it. ",Discuss the need for an intersection of research and science with arts and entertainment in order to provide accessible information. ,video,professional develompent,science,,https://www.youtube.com/watch?v=EQVsgcp19tc&feature=youtu.be,,
Graduating to Digital-First Branding in Higher Ed,Continuing Education,Panel,Field Experience,"Catherine Canney (MIT Sloan), Carol Keese (University of Virginia), Alexandra Day (The Juilliard School), Gene Lewis (Digital Pulp)","Digital marketing strategies framed by modern, responsive and content-rich websites are becoming high-priority tools for schools to impact the decision-making of prospective students and supporters - and higher ed institutions face their own unique challenges. The importance of conveying a school_s essence, relevance in the world, and the future it can offer students is elemental. Hear from experts in marketing and communications from leading institutions discuss their greatest challenges and debate digital marketing strategies, including:- Digital-first branding- PSRM (Prospective Student Relationship Management)- Authenticity in experience content- User experience vs. immersion",How to creative an effective digital-first branding strategy for your higher ed institution.,How to innovate your higher ed institution's PSRM (Prospective Student Relationship Management) strategy.,How to develop an experience content strategy to communicate more authentically with prospective students and supporters.,branding,psrm,experience content,http://www.digitalpulp.com/,,,
How can online learning truly disrupt higher ed?,Continuing Education,Panel,Deep Understanding,"Philip  Regier  (ASU Online and Extended Campus ), Tara Garcia Mathewson  (Education Dive ), Ajay Kapur (Kadenze )","In this session we'll explore what we believe to be the most significant disruptors across higher education and amongst students and lifelong learners that make up the on-demand generation of present and future. As technological developments evolve to compliment traditional higher education, students can optimize their capacity to learn and minimize the financial burdens they face when attending 4 year higher education institutions. Every time a student enrolls, participates, and completes an online course on one of the dozens of online platforms currently available, they are casting a vote. With every vote cast, the opportunity grows to disrupt the traditional higher education ecosystem. ","Identify the most significant disruptors in higher education by bridging the gap between traditional and alternative forms of learning. ",Ways in which student work can be measured and assessed more fairly and accurately online. ,How educators can engage students in a virtual learning environment as you would in a physical environment. ,"higher ed, edtech, innovation ",disruption,online education,https://www.insidehighered.com/news/2015/04/23/arizona-state-edx-team-offer-freshman-year-online-through-moocs,https://www.youtube.com/watch?v=wYop9PzBlyo,,
Microcredentials: Bridge from education to career,Continuing Education,Panel,Basic Understanding,"Anya Kamenetz (http://www.npr.org/), Pat Wadors (http://www.mheducation.com/), David Levin (http://www.mheducation.com/)","Higher ed is seeing the beginnings of a consumer-driven world in which the traditional constructs of education are replaced by unbundled offerings focused on competency-based learning and credentialing. Students fill shopping carts with portable, stackable credentials, allowing them to move through education more efficiently, demonstrate mastery at their own pace and focus on courses most relevant to their intended career. But how realistic is this vision of the future, and what may be lost on the way?Most higher ed institutions still have their feet planted firmly in traditional credentials. And some of most innovative institutions have not embraced competency-based learning. ",Discuss the drivers of the micro-credentialing trend and weigh the benefits and risks of this new model for education.,"Understand the type of learning ecosystem necessary to support micro-credentialing, and what this will mean for instructors and students.",Outline what institutions must do to prepare for a world dominated by micro-credentialing. ,microcredential,micro-credentials,career development,http://www.kepplerspeakers.com/video/anya-kamenetz/,,,
MOOCs & Teacher PD: Mindless Snack or Hearty Fare?,Continuing Education,Panel,Basic Understanding,"Charlie Chung (Class Central), Nina Huntemann (edX), Glenn Kleiman (Friday Institute for Educational Innovation), Julia Stiglitz (Coursera)","In our rapidly changing times, K-12 teachers are more in need of quality professional development (PD) resources than ever before. We know that a significant proportion of MOOC-takers are teachers, however, we know little else. How many are taking MOOCs for PD? Are they refreshing their knowledge, looking for materials to use in their classroom, observing teaching techniques, interacting with others? Is completion and/or certification an important goal, and are they receiving CEUs?The panelists will bring their insights and perspectives on these topics--you bring the questions. The overall goal is to foster discussion on how MOOCs can be better utilized to serve educator PD needs.","To share what we know about how teachers are utilizing MOOCs for PD today, and the efforts of providers to offer relevant content/experiences","To bring up or refine ideas on how MOOCs can better serve PD needs, via content selection, features or services, communications, etc.","To discuss how MOOCs can be better incorporated into the PD ecosystem, including the role of certifications/CEUs, fees, district-level support, etc.",professional develompent,moocs,teacher training,,,,https://docs.google.com/presentation/d/1Luv53ZusoQ0gAhRuKAD5FRmOpaHWxSoM-cP0xcbXlSU
"Snapp, crackle, pop: Scholarship apps made easy",Continuing Education,Panel,Basic Understanding,"Mike Baur (Michael & Susan Dell Foundation), Amy Weinstein (National Scholarship Providers Association), Daniel Hae-Dong Lee (The Common Application), Oscar Sweeten-Lopez (Michael & Susan Dell Foundation)","There are two obstacles that hamper a low-income student_s ability to apply to college: time and money. Finding, researching and applying for scholarships takes time. A lot of it.  In addition, these students desperately need money offered by scholarships to be able to go to college. What if technology could solve this problem by reusing 60% of a student_s data in every application giving them back a large portion of their time and an opportunity to receive financial assistance?",Introducing Scholar Snapp- a technology developed to solve this problem. How does it work? And how would a student find and use this technology?,How will this technology affect matriculation to college? Will it affect the rate of low-income students applying to college?,We know that some colleges come with sticker shock. Will students make different college decisions because they have access to more financial aid?,"higher ed, edtech, innovation ",,,https://www.scholarsnapp.org/,,,
Solo work and the rise of just-in-time learning,Continuing Education,Panel,Basic Understanding,"Pete Janzow (Pearson), Kathleen Radionoff (Madison Area Technical College), Michael  Hopkins (The Solo Project), Sara Bartlett (Pearson VUE)","53 million people are already working independently as freelancers, indie professionals, creatives and free agents. That number is expected to grow to more than 50% of America_s workforce in the next decade. What are the characteristics and implications of the emerging solo workforce? And how can employers find soloists who have the right capabilities and experience?To make this new economy work, it will be critical to cultivate trust networks around what each worker can do, in a way that is verifiable and accessible. Enter: digital badges, the emerging standard for recognizing, managing and sharing work experience, learning achievements and professional competencies in the digital world. ",Understand the factors behind the new solo workforce + how to prepare for it,Discuss the role of alternative credentials in empowering soloists to thrive in the workforce,Learn how digital badges play a critical role in representing alternative credentials and building trust networks,freelance,digital badge,workforce development,,,,http://www.slideshare.net/ubarts6/sx-s-wedu-slideshare
Students Unfiltered: Digital in the Classroom,Continuing Education,Panel,Basic Understanding,"Elana  Golub (Northwestern University), Zak Malamed (Student Voice), JoAnna Zalkovsky (Navarro College), Matt Bilotti (Northeastern University)","There's a multitude of digital tools available to students aimed at increasing engagement and improving student outcomes. But are students using these tools and to what extent?  Forget the BS, drop the sales pitch and join an interactive conversation that brings students - the MOST IMPORTANT part of the equation - to the spotlight. This session will seek to understand how technology's increasingly important role in the classroom impacts students. By asking critical questions, the conversation will help uncover what students want and don't want from digital and how to best integrate digital tools into the curriculum, ultimately resulting in higher engagement and better student outcomes.","Ask the experts, students, what works with digital. Understand how to better integrate digital tools into curriculum to increase classroom success. ","What pain points do students face w/ tech-based learning? As the edtech marketplace explodes, how do we avoid using digital for digital's sake?  ",How does student feedback drive design and development of tools? How can we adapt to virtual learning while still encouraging personal interactions?,student voice & student choice,digital learning,edtech ecosystems,http://bit.ly/1MQqmeO,,,
The Way of the SAMRai: EdTech Micro-Credentialing,Continuing Education,Panel,Basic Understanding,"Israel Oliveros (Coachella Valley Unified School District), Darryl Adams (Coachella Valley Unified School District), Michelle Murphy (Coachella Valley Unified School District), Edward Simoneau (Coachella Valley Unified School District)","This workshop provides a one-hour condensed version of CVUSD_s SAMRai, or SAMR Advanced Instructor, program. Participants will understand TPACK, SAMR, and Webb_s Depth of Knowledge to learn how they are all interconnected. Content, Pedagogy, and Technology must work intertwined to truly enhance student learning. Upon understanding how these areas work together, participants will learn strategies to help them effectively move up the SAMR Model. The final part of the session will allow participants to begin looking at lesson design and lesson task development, while also gaining insight from video lesson demonstrations and first-hand experiences from presenters and participants in attendance.",How can I begin training my staff so they are aware of and able to use TPACK and SAMR strategies?,How can I build an educational technology training program that provides a micro-credential for my staff?,How can teachers utilize technology with their students to prepare them for the 21st Century and Common Core?,samr,training,education technology,http://prezi.com/uinykhhtoy86/?utm_campaign=share&utm_medium=copy,https://www.youtube.com/watch?v=dbNkiJLEyZU,,
Traditional vs. Competency-Based Learning Models,Continuing Education,Panel,Basic Understanding,"Karen  Cator (Digital Promise), Paige Hoffman (DC Public Schools), Jason Lange (BloomBoard)","From Credit Hours to Micro-credentials: Moving to a Competency-Based Professional Growth Model.In today_s world, it's important for teachers to adopt a lifelong learning mindset to continually expand their knowledge and improve student engagement. Continuous learning can come in many forms, and with or without the guidance of your principal or district. In this panel, we_ll explore traditional learning models and competency-based models of professional development. Is one better than the other, or should there be a balance? Can a shift be made? What are the implications? Join us for a lively discussion.",Understand the difference between traditional learning models and competency-based models of learning.,Identify strategies for how each model can be used throughout your school or district to empower professional growth.,Reflect on implications for each model and how they would affect professional growth within your school or district. ,microcredential,competency-based education,professional develompent,http://www.digitalpromise.org/page/-/dpdocuments/microcredentials/mc_deeperlearning.pdf?nocdn=1,,,
Two to Tango: Partnering the Future of Higher Ed,Continuing Education,Panel,Basic Understanding,"Phillip Long (Research Communications), Pam Buffington (The Center for 21st Century Universities at the Georgia Institute of Technology), David Joyner (Udacity, The Georgia Institute of Technology)","Today's college students live and learn in a fast-paced and digital world. Foreseeing the demand for a new type of classroom, online learning innovators Udacity, Coursera, and EdX have partnered with leaders in higher education to forge the future of affordable, high-quality alternatives to the on-campus degree. Hear from Phillip D. Long, Associate Vice Provost for Learning Sciences at UT Austin, Pam Buffington, Director of Platform Technologies at Georgia Tech's Center for 21st Universities, and David Joyner, a Course Developer for Udacity and Georgia Tech's online Master of Science in Computer Science, as they unpack what it looks like when industry and higher ed partner for the future.","Gain an understanding of the development, innovation, and challenges that have propelled higher education towards online learning.","Take away action items for educators, administrators, or entrepreneurs interested in pursuing this collaborative new educational model.",Gather the ways in which online learning impacts students differently than the traditional lecture setting.,higher education,online education,partnerships,https://www.youtube.com/watch?v=DJ5mI1XAle4,https://youtu.be/onRUvL2SBG8,,
21st century teachers are the new data warriors,Data Analytics,Panel,Basic Understanding,"Regina Riley (Education First), Cristina  Munoz (Education First), Brinton  Ramsey (Education First), Cheryl Niehaus (Michael & Susan Dell Foundation)","Our ongoing national conversation about education data is often focused on standardized test scores and what they can tell us about student achievement.  But the most useful data to teachers is the much richer formative data they collect daily, while learning is taking place inside their classrooms.  Gathering, analyzing and acting on this data poses a set of challenges and opportunities quite different from the use of summative or benchmark standardized assessments.  This session will explore: ","With so much data available to teachers, how do they decide what_s most important and actionable? And then how do they alter their instruction?",Classrooms have students at differing levels of proficiency. How do teachers manage individualizing/differentiating instruction for every student? ,"Does technology play a role in formative assessment?  If so, to what extent does it aid teachers in collecting, analyzing and/or acting upon the data?",data,teachers ,formative assessment,http://www.msdf.org/programs/urban-education/initiatives/united-states/human-capital-in-schools/,,,
A Data-Driven Culture: Who's Behind the Wheel?,Data Analytics,Panel,Field Experience,"Gregory Firn (DreamBox Learning), Patricia Greco (School District of Menomonee Falls), Sharnell Jackson (Chicago Public Schools)","Changing teaching methods and protocol isn_t easy. Making sense of the plethora of data isn_t either. It is critical to help teachers easily understand how to make sense of data usage and how to apply it to the classroom.  Recent reports show the need to shift the focus from data for informing, to the creation of a culture where data is embraced, effectively used, and for continued results in improved practices, programs, and student achievement. During this panel, learn how to drive with data, creating the culture needed to impact change in educators and students. ",Participants will learn how to use the right data to surface leading indicators in student achievement.,Discover ways to leverage data to gain actionable insights at a district level.,Gain insights on how to create and nurture a data driven culture in districts and schools.,data-driven decision making,data driven,technology innovation,,,,http://www.slideshare.net/DreamBoxLearning/creating-a-data
Align: Advanced Curriculum Alignment,Data Analytics,Panel,Field Experience,"Julian Alssid (College for America), Joe Rodriguez (Texas State Technical College), Rex Peebles (Texas Higher Education Coordinating Board), Michael Bettersworth (Texas State Technical College)","Join us for the unveiling of Align_a new advanced curriculum alignment tool designed by educators for educators. Translate learning outcomes into real-world skills. Engage industry directly to determine what competencies are most important. Collaborate with peers to optimize curriculum. Connect what you teach with careers so students succeed. This session features an expert panel discussing advancements in curriculum development, effective industry engagement strategies, and how educators can use Align to close skill gaps.","Learn how to analyze, validate, and align your curriculum",Engage industry advisors with custom online skills surveys,Improve the employability of your students by optimizing curriculum,curriculum,alignment ,skills,www.skillsengine.com,,,https://www.slideshare.net/secret/cM1qyulQU8fOwy
Big Data vs. Frontline Analytics,Data Analytics,Panel,Field Experience,"Dr. Wallace Boston (American Public University System), Gunnar  Counselman (Fidelis Education), Sharon van Wyk (Tutor.com and The Princeton Review)","While big data indisputably has value for helping higher education actors understand how multiple factors influence student outcomes, frontline insights (or ""small data"") may prove to be a more effective way to understand exactly what students need. _Small data_ provide a human context to important insights about behavior and outcomes. In contrast to impersonal data associations, frontline insights are gathered directly from the students to inform instruction in real-time. In the world of frontline insights, today_s challenges become the focus of tomorrow_s lesson, ensuring students get the support they need when they need it.",Understand the distinction between frontline insights and big data,"Discuss the benefits of frontline data and how it_s being used","Debate the merits of each type of analytics; discuss how they can work together","big data, analytics, student support, higher education",,,,,, http://www.slideshare.net/fideliseducation/3-things-your-students-need-to-succeed-a-research-cheat-sheet
